Project Name,Organization,Station Name,Station #,Station Status,Water Body Id,Water Code,River,Description,Station Type,Aquatic Model Index,RW Watershed,Quadi,Township,Range,Section,Quarter Section,Grid,StationQuad,Wqcc Watershed,HydroUnit,Eco Region,Elevation,Watershed Report,Longitude,Latitude,WS Report,WS Report Data,Utmx,Utmy,County,State,Near City,Region,USGS/DWR Gauge,Gauge Id,State Engineering,Comments
DOW Lori Martin Water Project,CPW Martin (460),Exxon Property,4107,NonActive,COLCWH20,"BLACK SULPHUR CREEK - PICEANCE CR, WHITE R #1",Black Sulphur Cr,,"Biological, Chemical, Physical",WR0436,GR,,2S,98W,Black Sulphur Cr,NENE,G3,Rock School,White,14050006,CO Plateaus Desert Shrublands,6433,Yampa and White,-108.3721,39.8517,,,211507,4416741,Rio Blanco,Colorado,Meeker,13N,No,,No,lori martin station. 3/11/14 - BS moved fr 4416710.9/211630.99 to put on water.
DOW Lori Martin Water Project,CPW Martin (460),Abv W Fk Steward G,4108,NonActive,COLCWH16B,"STEWARD GULCH, MIDDLE FK - E FK STEWARD GULCH, STEWARD GL",E Fk Steward G,,"Biological, Chemical, Physical",WR0485,GR,,4S,96W,E Fk Steward G,NESW,G2,Jessup Gulch,White,14050006,CO Plateaus Desert Shrublands,7148,Yampa and White,-108.1704,39.7028,,,228183,4399583,Rio Blanco,Colorado,Meeker,13N,No,,No,"AQ Index <400 Feet
lori martin station. 3/10/14 - BS moved fr WBID COLCWH16; also fr 4399585.82/228210.11 to put on water."
DOW Lori Martin Water Project,CPW Martin (460),Blw Black Sulphur Cr,4109,NonActive,COLCWH14B,"PICEANCE CREEK - WHITE R #1, W of Rio Blanco Lk",Piceance Cr,,"Biological, Chemical, Physical",WR0422,GR,,2S,97W,Piceance Cr,NWSE,G3,Rock School,White,14050006,CO Plateaus Desert Shrublands,6135,Yampa and White,-108.2883,39.8768,,,218780,4419256,Rio Blanco,Colorado,Meeker,13N,No,,No,lori martin station. 3/7/14 - BS moved fr 4419261.52/218663.41 to put on water.
DOW Lori Martin Water Project,CPW Martin (460),@Drill Pond,4110,NonActive,COLCWH18A,"HUNTER CREEK - PICEANCE CR, WHITE R #1",Hunter Cr,,"Biological, Chemical, Physical",WR0463,GR,,3S,97W,Hunter Cr,NENE,F3,Bull Fork,White,14050006,CO Plateaus Desert Shrublands,6551,Yampa and White,-108.2981,39.7954,,,217612,4410251,Rio Blanco,Colorado,Meeker,13N,No,,No,"lori martin station, no water code for just Hunter Cr when e and w come together.  3/10/14 - BS moved fr WBID COLCWH16, WC 22244; also fr 4410182.73/217764.62 to put on water."
DOW Lori Martin Water Project,CPW Martin (460),Abv Encana,4111,NonActive,COLCWH18A,"HUNTER CREEK, WEST - HUNTER CR, PICEANCE CR",W Hunter Cr,,"Biological, Chemical, Physical",WR0401,GR,,4S,98W,W Hunter Cr,NWSE,F3,Bull Fork,White,14050006,CO Plateaus Desert Shrublands,7400,Yampa and White,-108.359,39.7013,,,212002,4399998,Rio Blanco,Colorado,Meeker,13N,No,,No,lori martin station. 3/10/14 - BS moved fr WBID COLCWH16; also moved fr 4399834.91/212057.64 to put on water.
DOW Lori Martin Water Project,CPW Martin (460),Abv Pond,4112,NonActive,COLCWH18A,"HUNTER CREEK - PICEANCE CR, WHITE R #1",Hunter Cr,,"Biological, Chemical, Physical",WR0464,GR,,3S,97W,Hunter Cr,NENE,F3,Bull Fork,White,14050006,CO Plateaus Desert Shrublands,6558,Yampa and White,-108.2995,39.7926,,,217478,4409952,Rio Blanco,Colorado,Meeker,13N,No,,No,"lori martin station, no water code for just Hunter Cr when e and w come together. 3/10/14 - BS moved fr WBID COLCWH16, WC 22244; also fr 4409923.5/217648.66 to put on water."
DOW Lori Martin Water Project,CPW Martin (460),Abv Bull Fk,4113,NonActive,COLCWH18A,"WILLOW CREEK, EAST - WILLOW CR, PICEANCE CR",E Willow Cr,,"Biological, Chemical, Physical",WR0451,GR,,4S,97W,E Willow Cr,NENW,F3,Bull Fork,White,14050006,CO Plateaus Desert Shrublands,7323,Yampa and White,-108.2831,39.6915,,,218471,4398674,Rio Blanco,Colorado,Meeker,13N,No,,No,"lori martin station. 3/10/14 - BS moved fr WBID COLCWH16, WC 22248; also moved fr 4399884.26/212173.07 to put on E Willow Cr abv Bull Fk."
DOW Lori Martin Water Project,CPW Martin (460),Abv Drill Pad,4114,NonActive,COLCWH18A,"WILLOW CREEK - PICEANCE CR, WHITE R #1",Willow Cr,,"Biological, Chemical, Physical",WR0449,GR,,3S,97W,Willow Cr,SWSE,F3,Bull Fork,White,14050006,CO Plateaus Desert Shrublands,6499,Yampa and White,-108.2492,39.7985,,,221809,4410450,Rio Blanco,Colorado,Meeker,13N,No,,No,lori martin station. 3/10/14 - BS moved fr WBID COLCWH16; also fr 4410447.49/221879.93 to put on water.
DOW Lori Martin Water Project,CPW Martin (460),Blw Barcus Cr,4115,NonActive,COLCWH13C,"YELLOW CREEK - WHITE R #1, W of Piceance Cr",Yellow Cr,,"Biological, Chemical, Physical",WR0444,GR,,2N,98W,Yellow Cr,NWNE,B3,Smizer Gulch,White,14050006,CO Plateaus Desert Shrublands,5830,Yampa and White,-108.3609,40.1179,,,213578,4446257,Rio Blanco,Colorado,Meeker,13N,No,,No,"AQ Index <400 Feet
lori martin station. 3/7/14 - BS moved fr 4446152.09/213588.88 to put on Yellow Cr blw Barcus Cr."
DOW Lori Martin Water Project,CPW Martin (460),Abv Sprague G,4116,NonActive,COLCWH14A,"PICEANCE CREEK - WHITE R #1, W of Rio Blanco Lk",Piceance Cr,,"Biological, Chemical, Physical",WR0030,GR,,3S,95W,Piceance Cr,NWNW,G1,No Name Ridge,White,14050006,CO Plateaus Desert Shrublands,6601,Yampa and White,-108.1065,39.7938,,,234013,4409492,Rio Blanco,Colorado,Meeker,13N,No,,No,lori martin station.  3/7/14 - BS moved fr 4409283.92/234076.06 to be on water.
DOW Lori Martin Water Project,CPW Martin (460),Violet Pond Little Hills SWA,4117,NonActive,COLCWH13B,"YELLOW CREEK - WHITE R #1, W of Piceance Cr",Yellow Cr,,"Biological, Chemical, Physical",WR0227,GR,,1N,98W,Yellow Cr,NENE,H3,Square S Ranch,White,14050006,CO Plateaus Desert Shrublands,6129,Yampa and White,-108.3507,40.0023,,,213964,4433390,Rio Blanco,Colorado,Meeker,13N,No,,No,"lori martin, Dry Fork of Yellow Cr. 3/10/14 - BS moved fr WBID COLCWH18 and WC 23696; also fr 4433223.37/214037.9 to put on Dry Yellow Cr water.
Aq. Index > 200m"
DOW Lori Martin Water Project,CPW Martin (460),Blw Sprague G,4118,NonActive,COLCWH14A,"PICEANCE CREEK - WHITE R #1, W of Rio Blanco Lk",Piceance Cr,,"Biological, Chemical, Physical",WR0030,GR,,3S,95W,Piceance Cr,NWNW,G1,No Name Ridge,White,14050006,CO Plateaus Desert Shrublands,6599,Yampa and White,-108.1075,39.7937,,,233924,4409481,Rio Blanco,Colorado,Meeker,13N,No,,No,lori martin. 3/7/14 - BS moved fr 4409494/234018 to be below Sprague G.
DOW Lori Martin Water Project,CPW Martin (460),Rex Robinson Prop,4119,NonActive,COLCWH14A,"PICEANCE CREEK - WHITE R #1, W of Rio Blanco Lk",Piceance Cr,,"Biological, Chemical, Physical",WR0423,GR,,3S,95W,Piceance Cr,SESE,G8,Thirteenmile Creek,White,14050006,CO Plateaus Desert Shrublands,6897,Yampa and White,-108.0165,39.7553,,,241575,4404950,Rio Blanco,Colorado,Meeker,13N,No,,No,lori martin station.  3/7/14 - BS moved fr 4404967.91/241684.68 to put on water.
DOW Lori Martin Water Project,CPW Martin (460),Abv Willow Cr,4120,NonActive,COLCWH14A,"PICEANCE CREEK - WHITE R #1, W of Rio Blanco Lk",Piceance Cr,,"Biological, Chemical, Physical",WR0425,GR,,2S,97W,Piceance Cr,SWSW,G2,Jessup Gulch,White,14050006,CO Plateaus Desert Shrublands,6282,Yampa and White,-108.2345,39.8406,,,223237,4415078,Rio Blanco,Colorado,Meeker,13N,No,,No,lori martin station.  3/7/14 - BS moved fr 4414889.37/223241.18 to put on water.
DOW Lori Martin Water Project,CPW Martin (460),Abv Hwy 13,4121,NonActive,COLCWH14A,"PICEANCE CREEK - WHITE R #1, W of Rio Blanco Lk",Piceance Cr,,"Biological, Chemical, Physical",WR0450,GR,,4S,94W,Piceance Cr,NWSW,F8,Rio Blanco,White,14050006,CO Plateaus Desert Shrublands,7252,Yampa and White,-107.9371,39.7315,,,248289,4402081,Garfield,Colorado,Meeker,13N,No,,No,lori martin station.  3/7/14 - BS moved fr 4401844.08/248430.59 to put on water.
DOW Lori Martin Water Project,CPW Martin (460),At Barnes Sprg ,4122,NonActive,COLCWH17,"STEWARD GULCH, MIDDLE FK - E FK STEWARD GULCH, STEWARD GL",Mid Fk Steward G,,"Biological, Chemical, Physical",,GR,,3S,96W,Mid Fk Steward G,NESW,G2,Jessup Gulch,White,14050006,CO Plateaus Desert Shrublands,6857,Yampa and White,-108.1698,39.7472,,,228409,4404502,Rio Blanco,Colorado,Meeker,13N,No,,No,lori martin station
DOW Lori Martin Water Project,CPW Martin (460),Abv Canyon Cr,4123,NonActive,COLCWH20,"BLACK SULPHUR CREEK - PICEANCE CR, WHITE R #1",Black Sulphur Cr,,"Biological, Chemical, Physical",,GR,,3S,99W,Black Sulphur Cr,SENW,G3,Rock School,White,14050006,CO Plateaus Desert Shrublands,7156,Yampa and White,-108.4695,39.759,,,202769,4406766,Rio Blanco,Colorado,Meeker,13N,No,,No,"LORI MARTIN STATION.  3/11/14 - BS moved fr 4406759.15/202813.5 to put on water.
Aq. Index NULL"
DOW Fitzpatrick,Bill Cameron (381),83rd St Br,4124,NonActive,COSPBT09,"THOMPSON R, LITTLE - BIG TOM R #1, S of Johnstown",Little Thompson,"From Denver, take I-25 N to exit 243. Take State Hwy 66 W about 8 miles to 97th St North. Take 97th St North about 1 mile to 4 Road.  Take 4 Rd W less than one mile and take a right turn (N) on 83rd St.  Follow 83rd St About 1 mi to Bridge over Little T. Site downstream.",Sandy Substrate,SP0760,SP,,3N,69W,Little Thompson,NWSE,C2,Carter Lake Res.,Big Thompson,10190006,W High Plains Flat to Rolling Cropland,5108,Big Thompson,-105.1596348,40.25778778,,,486425,4456382,Boulder,Colorado,Longmont,13N,No,,No,TMDL station
DOW Lori Martin Water Project,CPW Martin (460),Abv CR 24,4125,NonActive,COLCWH13B,"DUCK CREEK, BIG - DUCK CR, YELLOW CR, WHITE R #1",Big Duck Cr,,"Biological, Chemical, Physical",WR0439,GR,,1S,,Big Duck Cr,SESE,H5,Sagebrush Hill,White,14050006,CO Plateaus Wooded Uplands,6368,Yampa and White,-108.4862469,39.97267072,,,202264,4430547,Rio Blanco,Colorado,Rangley,13N,No,,No,
DOW Lori Martin Water Project,CPW Martin (460),Abv Conf Coral G,4126,NonActive,COLCWH13B,"BOX ELDER GULCH - CORRAL GUL, YELLOW CR",Box Elder,,Sandy Substrate,,GR,,1S,99W,Box Elder,SESW,H4,Wolf Ridge,White,14050006,CO Plateaus Wooded Uplands,6665,Yampa and White,-108.4739442,39.91977339,,,203086,4424633,Rio Blanco,Colorado,Rangely,13N,No,,No,Aq. Index NULL
2015 USFS,San Miguel Watershed Coalition (126),Below Carribeau Tails,4127,Active,COGUSM07,"SAN MIGUEL R, HOWARDS FK - SAN MIGUEL R #4, S/Telluride",Howards Fk,"From Telluride head to Ophir, in Ophir stop at Harley Brooke Hitching Driveway. Fence w/ flag 1.5 mi W of Ophir, take driveway to stream","Chemical, Physical",DO1041,DO,,42N,9W,Howards Fk,SENW,G7,Ophir,San Miguel,14030003,S Rockies Cool and Moist Forests of the Middle to,9482,San Miguel Dolores Tribs,-107.8466,37.8578,,,249573,4193856,San Miguel,Colorado,Ophir,13N,No,,No,
Mancos Conservation District,Mancos Conservation District (144),W. Mancos Abv Conf Mancos R,4129,Active,COSJLP04C,"MANCOS RIVER, EAST - MANCOS R #3, NE of Mancos",E Mancos,,"Chemical, Physical",,SJ,,36N,13W,E Mancos,SWSE,D3,Millwood,"La Plata, Mancos, McElmo, Lower San Juan",14080107,NM AZ Shrublands,7500,San Juan,-108.2533,37.3582,,,211856,4139577,Montezuma,Colorado,Mancos,13N,No,,No,New station 2007.  3/25/16 - BS moved fr WBID COSJLP04A.
Mancos Conservation District,Mancos Conservation District (144),Below Mid Mancos,4130,NonActive,COSJLP04C,"MANCOS RIVER, EAST - MANCOS R #3, NE of Mancos",E Mancos,,"Chemical, Physical",SJ0264,SJ,,36N,13W,E Mancos,NWNE,C3,Mancos,"La Plata, Mancos, McElmo, Lower San Juan",14080107,NM AZ Shrublands,7432,San Juan,-108.2367,37.3706,,,213372,4140897,Montezuma,Colorado,Mancos,13N,No,,No,"3/25/16 - BS moved fr 213382/4140876 to put on water, and moved fr WBID COSJLP04A.
Aq. Index > 200m"
Mancos Conservation District,Mancos Conservation District (144),Mancos Gauge at CR 43,4131,Active,COSJLP04C,MANCOS RIVER #3 - MUD CR to E&W FKS MANCOS R,Mancos,,"Chemical, Physical",,SJ,0-35,36N,13W,Mancos,NWNW,C3,Mancos,"La Plata, Mancos, McElmo, Lower San Juan",14080107,NM AZ Shrublands,7190,San Juan,-108.2615,37.3537,,,211109,4139107,Montezuma,Colorado,Mancos,13N,No,,Yes,"3/25/16 - BS moved fr 211176/4139118 to put on water, and moved fr WBID COSJLP04A. River Science Sonde Location"
Mancos Conservation District,Mancos Conservation District (144),J Road,4132,Active,COSJLP05,MANCOS RIVER #3 - MUD CR to E&W FKS MANCOS R,Mancos,CJ's bridge,"Chemical, Physical",SJ0025,SJ,,,,Mancos,,C3,Mancos,"La Plata, Mancos, McElmo, Lower San Juan",14080107,NM AZ Shrublands,6760,San Juan,-108.3289,37.327,,,205040,4136350,Montezuma,Colorado,Mancos,13N,No,,No,River Science Sonde Locarion
Mancos Conservation District,Mancos Conservation District (144),Below Mud Cr,4133,NonActive,COSJLP05,MANCOS RIVER #2 - US HWY 666 to MUD CR,Mancos,,"Chemical, Physical",SJ0897,SJ,,35N,14W,Mancos,NWSE,C3,Mancos,"La Plata, Mancos, McElmo, Lower San Juan",14080107,NM AZ Shrublands,6620,San Juan,-108.3654,37.2938,,,201671,4132773,Montezuma,Colorado,Mancos,13N,No,,No,AQ Index <400 Feet
Canyon Creek - Uncompahgre,Eric Funk (330),Campbird Rd (FS 853),4134,Active,COGUUN09,"CANYON CREEK - UNCOMPAHGRE R #4, SW of Ouray",Canyon Cr,,"Chemical, Physical",GU1471,GU,,43N,8W,Canyon Cr,NESW,A6,Ouray,Uncompahgre,14020006,S Rockies Cool and Moist Forests of the Middle to,8514,Uncompahgre,-107.694,38.0022,,,263461,4209482,Ouray,Colorado,Ouray,13N,No,,No,AQ Index <400 Feet
RiverWatch,Eric Funk (330),Abv Hydro Dam,4135,Active,COGUUN03A,UNCOMPAHGRE R #4 - HWY 62 BRIDGE to RED MTN CR,Uncompahgre,,"Chemical, Physical",,GU,,43N,7W,Uncompahgre,NWSW,A6,Ouray,Uncompahgre,14020006,S Rockies Cool and Moist Forests of the Middle to,8160,Uncompahgre,-107.6652,38.0103,,,266013,4210312,Ouray,Colorado,Ouray,13N,No,,No,Approximate location
RiverWatch,River Watch (600),Above Coal Creek,4137,NonActive,COSPBO09,BOULDER CREEK #1A - ST VRAIN CR to 55TH ST,Boulder Cr," From US 36 West take 287 North to 38Rd East.  At the junction with 115th St, turn South and follow the road as it curves and crosses Boulder Crek.  Sampling station is immeidaetly downstram of the bridge.",Chemical,SP7131,SP,,1N,69W,Boulder Cr,NESW,A1,Erie,Boulder Creek,10190005,W High Plains Moderate Relief Rangeland,4983,Boulder and Saint Vrain Tribs,-105.0833,40.0694,,,492900,4435466,Boulder,Colorado,Erie,13N,No,,No,"TMDL station new for 2007
6/6/12 - BS updt coords per WQCD review. 7/8/14 - BS moved fr WBID COSPBO10."
RiverWatch,River Watch (600),Below S. Boulder Creek,4138,NonActive,COSPBO09,BOULDER CREEK #1A - ST VRAIN CR to 55TH ST,Boulder Cr,From US 36 take 287 North to Isabell road.  Turn West on Isabelle and go until the junction wuth US 42.  Take 42 North to Valmont Dr (52 RD).  Take Valmont to approx 1/2 Mile to Boulder County Opne Space Property and follow the Open Space Trail along Dry Creek to a bridge that crosses Boulder Creek.  The sampling staion is immediately below the bridge,Chemical,SP1214,SP,,1N,69W,Boulder Cr,SWNE,A2,Niwot,Boulder Creek,10190005,W High Plains Moderate Relief Rangeland,5780,Boulder and Saint Vrain Tribs,-105.1425,40.0493,,,487841,4433236,Boulder,Colorado,Niwot,13N,No,,No,"AQ Index <400 Feet
New TMDL station 2007
6/6/12 - BS updt coords per WQCD review.  7/8/14 - BS moved fr WBID COSPBO10."
RiverWatch,River Watch (600),Below Culver Ditch,4139,NonActive,COSPBT09,"THOMPSON R, LITTLE - BIG TOM R #1, S of Johnstown",Little Thompson,,Sandy Substrate,SP8072,SP,,3N,70W,Little Thompson,NENE,A1,Abarr,Big Thompson,10190006,WY Basin Semiarid to Arid Shrublands,5108,Big Thompson,-105.1904,40.2604,,,483807,4456674,Boulder,Colorado,Berthoud,13N,No,,No,"5/10/12 - BS updt coords per Chris Theel memo.
Aq. Index > 200m"
RiverWatch,River Watch (600),Gateway Park,4140,NonActive,COSPCP07,"POUDRE RIVER, N FK #5 - SEAMAN RES to POUDRE R #2",N Fk Poudre,"From Fort Collins, take US 287 North towards Ted’s Place.  At Ted’s Place turn West onto CO 14 and travel approx 6 miles to Gateway Park.  Enter the park and proceed to the northern end of the park.  Cross the bridge over the mainstem of the Poudre and walk the dirt road approx 300yards to the Nort Fork of the Poudre.  Sampling site is approx 200yds above confluence with the Mainstem. ",Chemical,SP3934,SP,,9N,70W,N Fk Poudre,SWSE,F2,Laporte,Cache La Poudre,10190007,S Rockies High Elevation Tundra,5397,Poudre,-105.2412,40.7007,,,479623,4505560,Larimer,Colorado,Fort Collins,13N,No,,No,"New TMDL station for 2007; BS moved fr WBID COSPCP06 to CP07, Poudre to N FK Poudre, and updated WC accordingly.  6/20/14 - BS moved fr 479865/4505547 to put on water."
RiverWatch,Town of Palisade (301),Kruzen Spring 1,4141,NonActive,COLCLC17A,"COTTONWOOD CREEK - RAPID CR, E of Palisade",Kruzen Spg 1,,Chemical,,CO,,,,Kruzen Spg 1,,A3,Palisade,Lower Colorado,14010005,CO Plateaus Wooded Uplands,8979,Lower Colorado (Palisade to state line),-108.2624064,39.05535024,,,217691,4327986,Mesa,Colorado,Palisade,13N,No,,No,
RiverWatch,CPW (0),Blw Durango Pump Plant,4142,NonActive,COSJAF05A,ANIMAS RIVER #1 - NM LINE to DURANGO,Animas,"South of Durango, CO  downstream of Sante Rita Park, below pumping plant","Biological, Chemical, Physical",,SJ,,35N,9W,Animas,SESW,C7,Durango East,"Animas, Florida",14080104,NM AZ Shrublands,6429,Animas,-107.8741,37.2528,,,245098,4126788,La Plata,Colorado,Durango,13N,No,,No,"3/20/14 - BS moved fr 4126800/245136 to put on water.
Aq. Index NULL"
RiverWatch,Town of Palisade (301),Lower Cottonwood Cr Intake,4143,NonActive,COLCLC17A,"COTTONWOOD CREEK - RAPID CR, E of Palisade",Cottonwood Cr,,Chemical,CR3469,CO,,11S,98W,Cottonwood Cr,NESE,A3,Palisade,Lower Colorado,14010005,CO Plateaus Wooded Uplands,6910,Lower Colorado (Palisade to state line),-108.2871,39.0831,,,215661,4331145,Mesa,Colorado,Palisade,13N,No,,No,2/26/14 - BS moved fr 4330867/215707 to put on water.
RiverWatch,Town of Palisade (301),Cottonwood Spring #2,4144,NonActive,COLCLC17A,"COTTONWOOD CREEK - RAPID CR, E of Palisade",Cottonwood Spg,,Chemical,CR3469,CO,,,,Cottonwood Spg,,A3,Palisade,Lower Colorado,14010005,CO Plateaus Wooded Uplands,7232,Lower Colorado (Palisade to state line),-108.2800343,39.07923144,,,216261,4330692,Mesa,Colorado,Palisade,13N,No,,No,Aq. Index > 200m
RiverWatch,Town of Palisade (301),Upper Palisade Res 3,4145,NonActive,COLCLC21,"PALISADE RES #3 - RAPID CR, SE of Palisade",Palisade Res,,Chemical,CR3467,CO,,11S,97W,Palisade Res,NESW,A3,Palisade,Lower Colorado,14010005,CO Plateaus Wooded Uplands,8290,Lower Colorado (Palisade to state line),-108.24,39.0793,,,219722,4330573,Mesa,Colorado,Palisade,13N,No,,No,2/26/14 - BS moved fr 4330577/219683 to put on water.
RiverWatch,Town of Palisade (301),Mid Palisade Res 1,4146,NonActive,COLCLC17A,"PALISADE RES #1 - RAPID CR, SE of Palisade",Palisade Res,,Chemical,CR3644,CO,,,,Palisade Res,,A3,Palisade,Lower Colorado,14010005,CO Plateaus Wooded Uplands,7975,Lower Colorado (Palisade to state line),-108.2541511,39.08161493,,,218510,4330876,Mesa,Colorado,Palisade,13N,No,,No,
RiverWatch,Town of Palisade (301),Granat Res,4147,NonActive,COLCLC17A,Grannat Reservoir - SE of Palisade,Granat Res,,"Biological, Chemical, Physical",,CO,,11S,,Granat Res,NWNW,A3,Palisade,Lower Colorado,14010005,CO Plateaus Wooded Uplands,9903,Lower Colorado (Palisade to state line),-108.2538357,39.05338291,,,218425,4327741,Mesa,Colorado,Palisade,13N,No,,No,"Palisade station 2007, no Watercode, drinking water Res for Palisade.  3/4/14 - BS chg'd WC fr 19875."
RiverWatch,Town of Palisade (301),Rock Springs,4148,NonActive,COLCLC13A,COLORADO RIVER # 1 - UTAH STATE LINE to PLATEAU CR,Rock Spring,,Biological,,CO,,1S,2E,Rock Spring,SESE,A3,Palisade,Lower Colorado,14010005,CO Plateaus Wooded Uplands,8707,Lower Colorado (Palisade to state line),-108.3517437,39.07768549,,,210050,4330747,Mesa,Colorado,Palisade,13N,No,,No,3/4/14 - BS moved fr WBID COLCLC17A.
RiverWatch,Town of Palisade (301),Cabin Res Outlet,4149,NonActive,COLCLC21,"CABIN RESERVOIR - CTTNWD CR, RAPID CR, SE/Palisad",Cabin Res,,Chemical,CR3474,CO,,11S,97W,Cabin Res,NENW,A3,Palisade,Lower Colorado,14010005,CO Plateaus Wooded Uplands,7408,Lower Colorado (Palisade to state line),-108.2735,39.0838,,,216849,4331182,Mesa,Colorado,Palisade,13N,No,,No,2/26/14 - BS moved fr 4331113/216667 to put on Cabin Res outlet.
RiverWatch,West Denver Trout Unlimited (382),Mad Creek Lower,4150,NonActive,COSPCL06,"MAD CREEK - W CLEAR CR, NW of Empire",Mad Cr,???,"Biological, Chemical, Physical",,SP,,3S,74W,Mad Cr,NWNE,G6,Empire,Clear Creek,10190004,S Rockies Cool and Moist Forests of the Middle to,10089,Clear Cr,-105.7166,39.7778,,,438635,4403338,Clear Creek,Colorado,Empire,13N,No,,No,"New station for West Denver TU 2011. Send information to Barb. 4.17.12 - Directions required for Org.  3/26/15 - BS moved fr 439301/4403347 to put on water.
Aq. Index NULL"
RiverWatch,Town of Palisade (301),Palisade Spg 1,4151,NonActive,COLCLC17A,"RAPID CREEK - COLO R #1, NE of Palisade",Palisade Spg,,Chemical,,CO,,11S,97W,Palisade Spg,SENE,A3,Palisade,Lower Colorado,14010005,CO Plateaus Wooded Uplands,8662,Lower Colorado (Palisade to state line),-108.2351228,39.07646976,,,220136,4330246,Mesa,Colorado,Palisade,13N,No,,No,Aq. Index NULL
RiverWatch,Town of Palisade (301),Upper Rapid Cr Intake ,4154,NonActive,COLCLC17A,"UNNAMED TRIB TO RAPID CREEK - Rapid Cr, NE Palisade",Rapid Cr,,Chemical,CR3647,CO,,11S,97W,Rapid Cr,SESE,A3,Palisade,Lower Colorado,14010005,CO Plateaus Wooded Uplands,7931,Lower Colorado (Palisade to state line),-108.2497834,39.08616892,,,218906,4331368,Mesa,Colorado,Palisade,13N,No,,No,
RiverWatch,Town of Palisade (301),Big Spring,4157,NonActive,COLCLC17A,"UNNAMED TRIB TO RAPID CREEK - Rapid Cr, NE Palisade",Big Spring,,Chemical,,CO,,11S,97W,Big Spring,SENE,A3,Palisade,Lower Colorado,14010005,CO Plateaus Wooded Uplands,8307,Lower Colorado (Palisade to state line),-108.2513677,39.07562111,,,218727,4330202,Mesa,Colorado,Palisade,13N,No,,No,Aq. Index NULL
RiverWatch,Town of Palisade (301),Rapid Cr Res 1,4158,NonActive,COLCLC21,"TATE CREEK, SOUTH - MESA CR, E of Palisade",Mesa Cr,,Chemical,,CO,,11S,97W,Mesa Cr,NENE,A3,Palisade,Lower Colorado,14010005,CO Plateaus Wooded Uplands,9952,Lower Colorado (Palisade to state line),-108.2119,39.0827,,,222172,4330868,Mesa,Colorado,Palisade,13N,No,,No,2/26/14 - BS moved fr 4330836/222076 to put on S Tate Cr (outlet of res); moved fr WBID COLCLC17A to LC15; also put on Mesa Cr instead of Rapid Cr since no S Tate Cr option.
RiverWatch,Town of Palisade (301),Rapid Cr Res Outlet 2,4159,NonActive,COLCLC17A,"RAPID CREEK - COLO R #1, NE of Palisade",Rapid Cr,,Chemical,,CO,,,,Rapid Cr,,A3,Palisade,Lower Colorado,14010005,CO Plateaus Wooded Uplands,9970,Lower Colorado (Palisade to state line),-108.2205041,39.07192028,,,221383,4329696,Mesa,Colorado,Palisade,13N,No,,No,
RiverWatch,West Denver Trout Unlimited (382),Mad Cr Upper Site,4160,NonActive,COSPCL06,"MAD CREEK - W CLEAR CR, NW of Empire",Mad Cr,,"Biological, Chemical, Physical",,SP,,3S,75W,Mad Cr,SESE,G6,Empire,Clear Creek,10190004,S Rockies Cool and Moist Forests of the Middle to,10471,Clear Cr,-105.7235,39.783,,,438046,4403919,Clear Creek,Colorado,Empire,13N,No,,No,"New station for West Denver TU 2011 station information sent to Barb.  Waiting for description.  This site is on an un-named tributary to Mad Cr (org's ""site 2"").  3/26/15 - BS moved fr 439139/4403771 to put on water, and also moved fr WBID COSPCL02B."
Clear Cr,West Denver Trout Unlimited (382),Hwy 6 at Mayhem Gulch,4161,NonActive,COSPCL11,CLEAR CREEK #4B - GOLDEN to N FK CLEAR CR,Clear Cr,From Golden on hwy 6 head toward hwy 119. Site located 1.87 miles from hwy 119.,"Biological, Chemical, Physical",,SP,,4N,71W,Clear Cr,NESE,F3,Evergreen,Clear Creek,10190004,S Rockies Warm and Dry Forests of the Middle to Lo,6786,Clear Cr,-105.3712459,39.73638427,,,468189,4398565,Jefferson,Colorado,Idaho Springs,13N,No,,No,
RiverWatch,Town of Palisade (301),Oak Spring 4,4162,NonActive,COLCLC17A,"UNNAMED TRIB TO RAPID CREEK - Rapid Cr, NE Palisade",Oak Spring,,Chemical,,CO,,11S,97W,Oak Spring,SESW,A3,Palisade,Lower Colorado,14010005,CO Plateaus Wooded Uplands,7547,Lower Colorado (Palisade to state line),-108.2357025,39.11592778,,,220242,4334628,Mesa,Colorado,Palisade,13N,No,,No,
RiverWatch,Town of Palisade (301),Lower Rapid Cr Intake,4163,NonActive,COLCLC17A,"RAPID CREEK - COLO R #1, NE of Palisade",Rapid Cr,,Chemical,,CO,,11S,97W,Rapid Cr,SENE,A3,Palisade,Lower Colorado,14010005,CO Plateaus Wooded Uplands,6548,Lower Colorado (Palisade to state line),-108.2702,39.1053,,,217220,4333556,Mesa,Colorado,Palisade,13N,No,,No,2/26/14 - BS moved fr 4333523/217193 to put on water.
RiverWatch,Town of Palisade (301),Draw Spring,4164,NonActive,COLCLC17A,"COTTONWOOD CREEK - RAPID CR, E of Palisade",Draw Spring,,Chemical,,CO,,11S,97W,Draw Spring,NWSW,A3,Palisade,Lower Colorado,14010005,CO Plateaus Wooded Uplands,8415,Lower Colorado (Palisade to state line),-108.2653694,39.06473488,,,217472,4329037,Mesa,Colorado,Palisade,13N,No,,No,
